variable,question,file
MTUS.SOCIAL9,"“Like” (or use emoji responses) on a posting, photo, etc. - Selected Choice","DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
MTUS.SOCIAL9_99_TEXT,"“Like” (or use emoji responses) on a posting, photo, etc. - Other - Text","DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
MTUS.FRIEND1,How many friends/contacts do you have on your most frequently used social media platform?,"DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
MTUS.FRIEND2,How many of your friends/contacts on this platform do you know in person?,"DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
MTUS.FRIEND3,How many of your friends/contacts on this platform do you know in person?,"DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
MTUS.FRIEND4,How many people do you regularly interact with online that you have never met in person?,"DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
RITUALS,"Do you have any routines or rituals with technologies that help you to create a positive emotional experience? If so, what technologies do you use during these events, and how do you interact with them?



Example: I've spent a few years creating a space where I have an old TV with a DVD player and a Super Nintendo connected. I make the lighting in the room really moody and watch old movies and play old video games while I lay in a bean bag chair. It feels like my cozy place.



Example: I listen to a lot of the same music again and again. When I sit down to work lately, I often play the Disco Elysium soundtrack. I also turn on my lava lamp, turn on a ""happy light"", and burn some incense. I burn a lot of incense while I work.","DRM_Day 6_Packet A4_Cornell_250308_July 4, 2025_00.34.csv"
StartDate,Start Date,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
EndDate,End Date,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
Status,Response Type,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
Progress,Progress,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
Duration..in.seconds.,Duration (in seconds),"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
Finished,Finished,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
RecordedDate,Recorded Date,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
ResponseId,Response ID,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
DistributionChannel,Distribution Channel,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
UserLanguage,User Language,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
Q_RecaptchaScore,Q_RecaptchaScore,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3SONA,"ID#



Before we move on ––

What's your participant ID# on SONA?

SONA Provides you with an ID# (e.g., 12345). Visit SONA here to find it: https://cornellpsych.sona-systems.com/



Note: If you don’t have a SONA ID#, please write your NetID (e.g., jdf269). Your data will remain confidential. I will ‘de-identify’ your information before sharing the study results with anyone.","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MNAM,"What’s a short name to describe yesterday MORNING's episode? (e.g., ‘walking to class’).","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MBEG_27,When did this episode BEGIN? Please try to remember the time as precisely as you can. - AM,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MBEG_4,When did this episode BEGIN? Please try to remember the time as precisely as you can. - PM,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MEND_27,When did this episode END? Please try to remember the time as precisely as you can. - AM,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MEND_4,When did this episode END? Please try to remember the time as precisely as you can. - PM,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MDC,What were you doing? (please check all that apply) - Selected Choice,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MDC_99_TEXT,What were you doing? (please check all that apply) - other (please specify) - Text,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MDO,"Please DESCRIBE the general EXPERIENCE in terms of the MAIN thing you were doing during the episode.



Example: I was playing a video game with friends using a headset so we could talk to each other","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MDM,"[optional] What OTHER THINGS were you doing or THINKING ABOUT?



Example: I was trying not to think about my upcoming exam.","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTC,What technologies did you use? (please check all that apply) - Selected Choice,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTC_99_TEXT,What technologies did you use? (please check all that apply) - other (please specify) - Text,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MCO,"[Optional] -- How did the COMBINATION of multiple TECHNOLOGIES / apps contribute towards IMPROVING your EMOTIONAL STATE?



Example: “Listening to white noise while scrolling on Instagram helped me to relax before bed. The lavender scent diffuser, along with a fan, also helped me to relax.”","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MATT,"On a scale of 1-7, please select the number ‘4’ below (to confirm your attention to this question).","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLE1,"To what degree did you approach this activity with the following intention, whether or not you actually achieved your aim?



Seeking to pursue excellence or a personal ideal?","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLE2,Seeking to use the best in yourself?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLE3,"Seeking to develop a skill, learn, or gain insight into something?","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLE4,Seeking to do what you believe in?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLH1,Seeking enjoyment?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLH2,Seeking pleasure?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLH3,Seeking fun?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLH4,Seeking relaxation?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MLH5,Seeking to take it easy?,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER1,"1/25
 

Bettering yourself
Committing to meaningful challenges or passions that accord with your deeply-held values. Rather than indulging yourself constantly, or serving others’ needs only","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER2,"2/25
Indulging
Allowing yourself to enjoy what you desire to do. Rather than resisting the urge to do so","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER3,"3/25
Being considerate and helping others
Sharing your resources and attention for the benefit of another person or group’s needs or preferences. Rather than acting solely for personal gain","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER4,"4/25
Engaging in a collective
Joining in, or contributing to the shared concerns of a group. Rather than feeling apart from a sense of communal purpose","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER5,"5/25
Practicing spirituality and religion
Engaging in structured or ritualistic thoughts and behaviors that anchor your view of life within a larger cosmology. Rather than having no practiced tradition through which to process your experiences","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER6,"6/25
 

Please choose any number of the remaining 20 Positive Emotion Regulation techniques that describe your activities during the episode. (select all that apply)
 

Creating a savoring atmosphere
Creating or rearranging the environment to physically, psychologically, and socially support the intended positive experience. Rather than sticking to the status quo","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER7,"7/25
Capturing
Actively collecting physical or mental mementos (e.g., photos and souvenirs) that will later prompt vivid recall, thereby making the future experience more positive. Rather than experiencing the positive experience in only one temporal orientation","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER8,"8/25
Delaying positive experiences or splitting them into smaller units
Temporarily withdrawing from a positive experience, or subdividing a pleasant experience into smaller units to prolong anticipation and enjoyment. Rather than sacrificing prolonged pleasure for instant gratification","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER9,"9/25

 
Blocking negative thoughts



Preventing the retrieval of negative thoughts and memories that may hinder positive experiences, or reconfiguring them to create a more positive view. Rather than letting them lurk unaddressed around your daily life","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER10,"10/25

 
Habitualizing positive practices



Enhancing your life by practicing positive actions regularly as part of your lifestyle. Rather than occasionally performing them","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER11,"11/25

 
Please choose any number of the remaining 15 Positive Emotion Regulation techniques that describe your activities during the episode. (select all that apply)





Being immersed and absorbed

Becoming fully engaged in a positive experience or its aspects, existing only in the present. Rather than allowing other concerns to hinder your enjoyment","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER12,"12/25

 
Anticipating



Vividly anticipating likely positive experiences that will occur in the future. Rather than focusing only on the past or present","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER13,"13/25

 
Reminiscing



Recalling and reliving past positive experiences for emotional or sentimental reasons. Rather than focusing only on the present or future","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER14,"14/25

 
Moral elevating



Being moved by witnessing someone perform an act of virtue such as being brave, honest, kind, or perseverant; feeling inspired to act this way yourself. Rather than considering virtuous behaviors as mundane","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER15,"15/25

 
Fantasizing 
Imagining positive experiences of varying likelihood. Rather than restricting your imagination to likely possibilities","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER16,"16/25

 
Please choose any number of the remaining 10 Positive Emotion Regulation techniques that describe your activities during the episode. (select all that apply)





Being aware of temporal scarcity

Realizing that your current experience or resources will not last forever, and that you should enjoy them while they are available. Rather than rushing through them as though they were available anytime","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER17,"17/25

 
Infusing the ordinary with special meaning 
Enriching day-to-day experiences with language, thoughts, and actions that promote positive associations. Rather than seeing experiences only in a functional way","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER18,"18/25

 
Self-congratulating 
Giving yourself credit for the causes of positive experiences; seeing your experiences with a positive view of your strengths, achievements, and self-worth. Rather than overlooking opportunities to honor yourself","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER19,"19/25

 
Expressing or acknowledging gratitude 
Considering how others have benefited from your actions, or how you have benefited from others’ actions. Rather than letting contributions pass by without noticing their positive impact","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER20,"20/25

 
Relative comparing 
Embracing your own experiences in comparison with what others seem to be experiencing, or with what you imagined an event would be like. Rather than absorbing your joys and letdowns without a reference point","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER21,"21/25

 
Please choose any number of the remaining 5 Positive Emotion Regulation techniques that describe your activities during the episode. (select all that apply)





Sharing the positive experience with others

Creating a ripple effect between you and others in response to positive experiences; telling others how much you value the moment, or recounting stories about past joys, or good fortune. Rather than experiencing life’s joys in solitude","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER22,"22/25

 
Purposeful dampening

Intentionally down-regulating your positive emotions to help maintain perceived control. Rather than letting emotions arise regardless of the circumstance","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER23,"23/25

 
Enriching the sensory environment

Encountering or cultivating pleasant sensory stimulation. Rather than continually experiencing the same level of stimulation","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER24,"24/25

 
Altering bodily engagement

Reviving or relaxing your body with dynamic movement or rest. Rather than giving energy only to your thoughts","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPER25,"25/25

 
Neurochemically heightening emotions

Using food, drink, behaviors, or mind-altering substances to enhance your emotional state. Rather than relying solely on your intention to feel better","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS01,Enthusiastic,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS02,Interested,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS03,Determined,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS04,Excited,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS05,Inspired,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS06,Alert,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS07,Active,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS08,Strong,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS09,Proud,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MPAS10,Attentive,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MCSAT,"Overall, HOW SATISFIED were you with the technologies’ ability to SUPPORT YOUR HAPPINESS through this episode?","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MSOC1,"Were you interacting with any human beings (i.e., in person, online) during this episode?","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MSOC2,"Was the social interaction in real-time (e.g., video chat), or was it asynchronous (i.e., it took time to reply) (e.g., social media comments)?","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTENS.S1,"When I do this activity with these technologies, it makes me feel close to people who are important to me","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTENS.S2,"When I do this activity with these technologies, it makes me feel connected to other people","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTENS.S3,"When I do this activity with these technologies, it makes me feel that people care about me","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTENS.F1,"When I do this activity with these technologies, it makes me feel excluded or isolated","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTENS.F2,"When I do this activity with these technologies, it makes me feel lonely","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MTENS.F3,"When I do this activity with these technologies, it makes me feel like I don’t matter to other people","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MFREQ1,How FREQUENTLY do you engage in this ACTIVITY using these technologies? - Selected Choice,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MFREQ1_99_TEXT,How FREQUENTLY do you engage in this ACTIVITY using these technologies? - Other (please specify) - Text,"DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MFREQ2,"Ideally, HOW OFTEN would you LIKE TO ENGAGE in this ACTIVITY using these technologies? - Selected Choice","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
C3MFREQ2_99_TEXT,"Ideally, HOW OFTEN would you LIKE TO ENGAGE in this ACTIVITY using these technologies? - Other (please specify) - Text","DRM_Day 7_Packet C3_Cornell_250204_July 4, 2025_00.36.csv"
